"PassengerID","Survived"
1028,0.111801242236025
1029,0.111801242236025
1030,0.474576271186441
1031,0.111801242236025
1032,0.130434782608696
1033,0.943396226415094
1034,0.136363636363636
1035,0.111801242236025
1036,0.468354430379747
1037,0.111801242236025
1038,0.468354430379747
1039,0.111801242236025
1040,0.468354430379747
1041,0.111801242236025
1042,0.943396226415094
1043,0.111801242236025
1044,0.111801242236025
1045,0.474576271186441
1046,0.111801242236025
1047,0.111801242236025
1048,0.943396226415094
1049,0.474576271186441
1050,0.468354430379747
1051,0.474576271186441
1052,0.474576271186441
1053,1
1054,0.943396226415094
1055,0.111801242236025
1056,0.111801242236025
1057,0.130434782608696
1058,0.468354430379747
1059,0.111801242236025
1060,0.943396226415094
1061,0.474576271186441
1062,0.111801242236025
1063,0.111801242236025
1064,0.111801242236025
1065,0.111801242236025
1066,0.111801242236025
1067,0.943396226415094
1068,0.943396226415094
1069,0.136363636363636
1070,0.943396226415094
1071,0.943396226415094
1072,0.111801242236025
1073,0.468354430379747
1074,0.943396226415094
1075,0.111801242236025
1076,0.943396226415094
1077,0.111801242236025
1078,0.943396226415094
1079,0.111801242236025
1080,0.130434782608696
1081,0.111801242236025
1082,0.111801242236025
1083,0.468354430379747
1084,0.111801242236025
1085,0.111801242236025
1086,1
1087,0.111801242236025
1088,0.468354430379747
1089,0.474576271186441
1090,0.111801242236025
1091,0.8
1092,0.474576271186441
1093,1
1094,0.468354430379747
1095,0.943396226415094
1096,0.111801242236025
1097,0.468354430379747
1098,0.474576271186441
1099,0.111801242236025
1100,0.943396226415094
1101,0.111801242236025
1102,0.111801242236025
1103,1
1104,0.111801242236025
1105,0.943396226415094
1106,0.474576271186441
1107,0.468354430379747
1108,0.8
1109,0.136363636363636
1110,0.943396226415094
1111,0.111801242236025
1112,0.943396226415094
1113,0.111801242236025
1114,0.943396226415094
1115,0.111801242236025
1116,0.943396226415094
1117,0.474576271186441
1118,0.111801242236025
1119,0.474576271186441
1120,0.111801242236025
1121,0.111801242236025
1122,0.111801242236025
1123,0.943396226415094
1124,0.111801242236025
1125,0.111801242236025
1126,0.468354430379747
1127,0.111801242236025
1128,0.136363636363636
1129,0.111801242236025
1130,0.943396226415094
1131,0.943396226415094
1132,0.943396226415094
1133,0.943396226415094
1134,0.468354430379747
1135,0.111801242236025
1136,0.111801242236025
1137,0.468354430379747
1138,0.943396226415094
1139,0.111801242236025
1140,0.943396226415094
1141,0.474576271186441
1142,0.943396226415094
1143,0.111801242236025
1144,0.468354430379747
1145,0.111801242236025
1146,0.111801242236025
1147,0.111801242236025
1148,0.111801242236025
1149,0.111801242236025
1150,0.943396226415094
1151,0.111801242236025
1152,0.111801242236025
1153,0.111801242236025
1154,0.943396226415094
1155,0.8
1156,0.111801242236025
1157,0.111801242236025
1158,0.468354430379747
1159,0.111801242236025
1160,0.474576271186441
1161,0.111801242236025
1162,0.468354430379747
1163,0.111801242236025
1164,0.943396226415094
1165,0.474576271186441
1166,0.111801242236025
1167,0.943396226415094
1168,0.111801242236025
1169,0.111801242236025
1170,0.111801242236025
1171,0.111801242236025
1172,0.474576271186441
1173,1
1174,0.8
1175,0.8
1176,0.8
1177,0.111801242236025
1178,0.111801242236025
1179,0.468354430379747
1180,0.111801242236025
1181,0.111801242236025
1182,0.468354430379747
1183,0.474576271186441
1184,0.111801242236025
1185,0.136363636363636
1186,0.111801242236025
1187,0.111801242236025
1188,0.943396226415094
1189,0.111801242236025
1190,0.468354430379747
1191,0.111801242236025
1192,0.111801242236025
1193,0.111801242236025
1194,0.111801242236025
1195,0.111801242236025
1196,0.474576271186441
1197,0.943396226415094
1198,0.468354430379747
1199,1
1200,0.136363636363636
1201,0.474576271186441
1202,0.111801242236025
1203,0.111801242236025
1204,0.111801242236025
1205,0.474576271186441
1206,0.943396226415094
1207,0.474576271186441
1208,0.136363636363636
1209,0.111801242236025
1210,0.111801242236025
1211,0.111801242236025
1212,0.111801242236025
1213,0.111801242236025
1214,0.111801242236025
1215,0.468354430379747
1216,0.943396226415094
1217,0.111801242236025
1218,0.943396226415094
1219,0.468354430379747
1220,0.111801242236025
1221,0.111801242236025
1222,0.943396226415094
1223,0.468354430379747
1224,0.111801242236025
1225,0.474576271186441
1226,0.111801242236025
1227,0.468354430379747
1228,0.111801242236025
1229,0.111801242236025
1230,0.111801242236025
1231,0.111801242236025
1232,0.111801242236025
1233,0.111801242236025
1234,0.111801242236025
1235,0.943396226415094
1236,0.111801242236025
1237,0.8
1238,0.111801242236025
1239,0.474576271186441
1240,0.111801242236025
1241,0.943396226415094
1242,0.943396226415094
1243,0.111801242236025
1244,0.111801242236025
1245,0.111801242236025
1246,0.130434782608696
1247,0.468354430379747
1248,0.943396226415094
1249,0.111801242236025
1250,0.111801242236025
1251,0.474576271186441
1252,0.111801242236025
1253,0.943396226415094
1254,0.943396226415094
1255,0.111801242236025
1256,0.943396226415094
1257,0.130434782608696
1258,0.111801242236025
1259,0.130434782608696
1260,0.943396226415094
1261,0.111801242236025
1262,0.111801242236025
1263,0.943396226415094
1264,0.468354430379747
1265,0.111801242236025
1266,0.943396226415094
1267,0.943396226415094
1268,0.474576271186441
1269,0.111801242236025
1270,0.136363636363636
1271,0.0714285714285714
1272,0.111801242236025
1273,0.111801242236025
1274,0.474576271186441
1275,0.474576271186441
1276,0.111801242236025
1277,0.943396226415094
1278,0.111801242236025
1279,0.111801242236025
1280,0.111801242236025
1281,0.0714285714285714
1282,0.468354430379747
1283,0.943396226415094
1284,0.111801242236025
1285,0.111801242236025
1286,0.111801242236025
1287,0.943396226415094
1288,0.111801242236025
1289,0.943396226415094
1290,0.111801242236025
1291,0.111801242236025
1292,0.943396226415094
1293,0.111801242236025
1294,0.943396226415094
1295,0.468354430379747
1296,0.468354430379747
1297,0.111801242236025
1298,0.111801242236025
1299,0.468354430379747
1300,0.8
1301,0.8
1302,0.474576271186441
1303,0.943396226415094
1304,0.474576271186441
1305,1
1306,0.943396226415094
1307,0.111801242236025
1308,0.111801242236025
1309,0.0714285714285714
